professor 0 0.644197530216
classmate 0 0.0208045818167
alumnus 0 0.0174954510066
roommate 0 0.0168431012571
artist 0 0.0111132987138
neighbor 0 0.0103690997186
freshman 0 0.0101778736214
scholar 0 0.0101431647159
gentleman 0 0.0100781736518
speaker 0 0.00761639863604
black_woman 1 0.100622608583
african 1 0.0853505277072
slave 1 0.0813033063893
racist 1 0.0641168969972
$$$ger 1 0.0444983971096
white_woman 1 0.0295911084922
african_american 1 0.0294680868719
negro 1 0.025394657666
black_person 1 0.0171827885113
american 1 0.016110357602
protester 3 0.0835075679152
criminal 3 0.0825503798209
lawyer 3 0.0768545573603
attorney 3 0.0465701557827
prosecutor 3 0.0459857438452
juror 3 0.0320311880628
protestor 3 0.030900942444
citizen 3 0.026519173869
victim 3 0.0261124144762
reporter 3 0.0240060648318
christian 4 0.185135854909
pastor 4 0.160795381534
leader 4 0.0630522635441
preacher 4 0.0395933597222
sinner 4 0.0314665199739
believer 4 0.0297190855765
servant 4 0.0206008592758
disciple 4 0.0184336135849
son 4 0.0166894117036
minister 4 0.0159332565178
writer 6 0.209865484042
actor 6 0.0975582235834
editor 6 0.0701736321937
author 6 0.0481162841739
reader 6 0.0420649007337
poet 6 0.0301138322997
journalist 6 0.0271877167281
librarian 6 0.0268081482738
blogger 6 0.0247795490714
actres 6 0.0194043717459
female 8 0.0525391320136
feminist 8 0.0496324221625
victim 8 0.0471139405883
male 8 0.0367704633756
gamer 8 0.0339445052611
gay 8 0.0337885653167
lesbian 8 0.0230659219784
racist 8 0.0227040563051
adult 8 0.0219303886075
rapist 8 0.0208601142946
artist 10 0.155307876574
rapper 10 0.0618360863187
singer 10 0.0320253771876
producer 10 0.0283370350107
musician 10 0.0244969427871
actor 10 0.0147098749177
punk 10 0.01405685888
geniu 10 0.0136158579219
diva 10 0.00932350406093
slave 10 0.00895785062239
fighter 12 0.520792004917
warrior 12 0.116026097202
rider 12 0.0714066656382
champion 12 0.035773674938
opponent 12 0.0305370677169
champ 12 0.0260786295769
winner 12 0.0233223659824
athlete 12 0.0140187603728
hero 12 0.0109386003746
medalist 12 0.00970526495745
officer 13 0.156336789005
victim 13 0.0904803607108
police_officer 13 0.0499262762389
mayor 13 0.0264637815318
driver 13 0.0255964891287
firefighter 13 0.0244880885417
sheriff 13 0.0226690381122
official 13 0.0214256663191
reporter 13 0.0202180552122
teen 13 0.0190512977469
husband 14 0.148165393447
son 14 0.0653024899665
hubby 14 0.0383380217184
adult 14 0.0225415605645
neighbor 14 0.0218737313013
mommy 14 0.0189663902117
toddler 14 0.0188201975121
daddy 14 0.0148300874401
mama 14 0.0130622237453
aunt 14 0.00994887990203
muslim 15 0.236571142204
terrorist 15 0.0507991662713
atheist 15 0.0353802132875
christian 15 0.0348618490932
leader 15 0.0136991491851
rebel 15 0.0114377912414
army 15 0.010332585372
hindu 15 0.0103318657518
islamist 15 0.0102620557146
soldier 15 0.00946216034068
boyfriend 17 0.322664127353
nephew 17 0.0771692704322
niece 17 0.0740173199485
bf 17 0.0520527601569
girlfriend 17 0.044765657559
mommy 17 0.0307087706302
bestfriend 17 0.0286648388072
daddy 17 0.0238981392357
cousin 17 0.0236535927092
aunt 17 0.0123247385035
liberal 18 0.0649473194675
racist 18 0.0620598408811
moron 18 0.0339707739852
thug 18 0.0293319089126
conservative 18 0.0248004541089
idiot 18 0.0238620209661
criminal 18 0.0218735005152
coward 18 0.0133758910548
victim 18 0.0132079870539
politician 18 0.0122088723617
jew 21 0.20570492163
terrorist 21 0.0610537282169
arab 21 0.0517744469658
civilian 21 0.0512460703522
israeli 21 0.044441121202
soldier 21 0.0419171772115
zionist 21 0.0316973135567
nazi 21 0.0271972726007
citizen 21 0.0176062455566
american 21 0.0157674523298
marine 25 0.0913355485822
soldier 25 0.0884904333813
army 25 0.0498940147129
senior 25 0.0356763546098
veteran 25 0.0323329317658
sniper 25 0.0304643681968
junior 25 0.0238179870815
navy 25 0.0188436391591
freshman 25 0.0169077425276
sailor 25 0.0158267016549
republican 26 0.14845638598
american 26 0.0875873801373
democrat 26 0.0626885699427
voter 26 0.0509834199309
liberal 26 0.049549752541
conservative 26 0.0330004845381
citizen 26 0.0299864430593
leader 26 0.0262267077403
politician 26 0.0212615037861
senator 26 0.0212058676467
coach 27 0.26891592732
athlete 27 0.0471333622751
teammate 27 0.0204676617091
qb 27 0.0193276499571
kicker 27 0.0172234355348
announcer 27 0.0161618204785
defender 27 0.0150052436299
leader 27 0.011996815744
cousin 27 0.0108622977263
quarterback 27 0.0107972276667
candidate 28 0.0532305471384
mayor 28 0.0477995826698
reporter 28 0.0408401614249
voter 28 0.0296361196528
employee 28 0.0283217093426
journalist 28 0.024116912154
worker 28 0.0228252780905
leader 28 0.0198093188807
ceo 28 0.0191339156704
senator 28 0.0170942045761
