,0,1,2
1171,civilian,03-13,143
1172,civilian,03-09,1
1173,civilian,09-10,8
1174,civilian,02-13,212
1175,civilian,11-09,3
1176,civilian,09-08,1
1177,civilian,07-13,210
1178,civilian,07-14,6464
1179,civilian,08-14,4539
1180,civilian,08-13,593
1181,civilian,08-12,95
1182,civilian,08-11,42
1183,civilian,07-11,19
1184,civilian,01-14,288
1185,civilian,01-15,604
1186,civilian,04-11,42
1187,civilian,04-10,4
1188,civilian,01-10,2
1189,civilian,03-14,255
1190,civilian,01-12,40
1191,civilian,04-14,336
1192,civilian,09-14,1618
1193,civilian,07-12,88
1194,civilian,04-13,402
1195,civilian,02-12,48
1196,civilian,09-11,34
1197,civilian,09-12,88
1198,civilian,09-13,604
1199,civilian,08-09,4
1200,civilian,12-08,3
1201,civilian,05-09,2
1202,civilian,10-08,1
1203,civilian,12-09,5
1204,civilian,08-10,8
1205,civilian,03-12,139
1206,civilian,11-14,1960
1207,civilian,03-10,4
1208,civilian,03-11,131
1209,civilian,11-11,38
1210,civilian,11-10,7
1211,civilian,11-13,171
1212,civilian,11-12,421
1213,civilian,10-09,4
1214,civilian,04-12,32
1215,civilian,01-09,1
1216,civilian,02-08,1
1217,civilian,02-09,1
1218,civilian,05-10,15
1219,civilian,05-11,37
1220,civilian,05-12,59
1221,civilian,05-13,213
1222,civilian,05-14,373
1223,civilian,11-08,1
1224,civilian,02-15,71
1225,civilian,04-09,5
1226,civilian,12-14,2355
1227,civilian,08-08,1
1228,civilian,06-09,3
1229,civilian,12-10,3
1230,civilian,12-11,47
1231,civilian,12-12,216
1232,civilian,12-13,266
1233,civilian,09-09,6
1234,civilian,01-13,175
1235,civilian,07-09,2
1236,civilian,06-11,43
1237,civilian,06-10,12
1238,civilian,06-13,163
1239,civilian,06-12,51
1240,civilian,07-10,10
1241,civilian,06-14,615
1242,civilian,02-14,226
1243,civilian,01-11,10
1244,ceo,09-13,847
1245,ceo,09-09,35
1246,ceo,09-08,12
1247,ceo,02-15,170
1248,ceo,02-14,1344
1249,ceo,02-11,78
1250,ceo,02-10,36
1251,ceo,02-13,614
1252,ceo,02-12,207
1253,ceo,05-09,27
1254,ceo,05-08,1
1255,ceo,04-13,536
1256,ceo,04-12,232
1257,ceo,04-11,110
1258,ceo,04-10,41
1259,ceo,04-14,2165
1260,ceo,09-14,2595
1261,ceo,08-13,761
1262,ceo,09-10,40
1263,ceo,09-11,226
1264,ceo,09-12,334
1265,ceo,07-13,680
1266,ceo,07-10,46
1267,ceo,08-10,37
1268,ceo,11-14,3043
1269,ceo,11-11,203
1270,ceo,11-10,57
1271,ceo,11-13,966
1272,ceo,11-12,749
1273,ceo,02-08,1
1274,ceo,02-09,21
1275,ceo,05-10,48
1276,ceo,05-11,112
1277,ceo,05-12,297
1278,ceo,05-13,780
1279,ceo,05-14,1825
1280,ceo,04-08,1
1281,ceo,04-09,41
1282,ceo,06-11,111
1283,ceo,06-10,79
1284,ceo,06-13,668
1285,ceo,06-12,282
1286,ceo,06-14,1850
1287,ceo,07-09,23
1288,ceo,03-09,48
1289,ceo,03-08,3
1290,ceo,11-08,9
1291,ceo,11-09,34
1292,ceo,07-14,1911
1293,ceo,08-14,1997
1294,ceo,07-12,523
1295,ceo,08-12,364
1296,ceo,08-11,335
1297,ceo,07-11,152
1298,ceo,06-08,5
1299,ceo,06-09,32
1300,ceo,03-12,195
1301,ceo,03-13,559
1302,ceo,03-10,31
1303,ceo,03-11,132
1304,ceo,03-14,1335
1305,ceo,10-09,37
1306,ceo,10-08,9
1307,ceo,08-08,5
1308,ceo,08-09,37
1309,ceo,08-07,1
1310,ceo,01-09,8
1311,ceo,01-08,1
1312,ceo,10-12,692
1313,ceo,10-13,1004
1314,ceo,10-10,76
1315,ceo,10-11,327
1316,ceo,10-14,3247
1317,ceo,01-14,1246
1318,ceo,01-15,1588
1319,ceo,01-10,41
1320,ceo,01-11,75
1321,ceo,01-12,236
1322,ceo,01-13,441
1323,ceo,12-09,24
1324,ceo,12-08,13
1325,ceo,12-14,3054
1326,ceo,12-10,45
1327,ceo,12-11,145
1328,ceo,12-12,337
1329,ceo,12-13,1055
1330,arab,10-12,219
1331,arab,02-14,318
1332,arab,10-10,4
1333,arab,10-11,41
1334,arab,08-12,109
1335,arab,02-10,7
1336,arab,02-13,164
1337,arab,02-12,66
1338,arab,03-09,5
1339,arab,05-09,5
1340,arab,11-09,1
1341,arab,09-08,1
1342,arab,02-11,56
1343,arab,07-14,2713
1344,arab,08-14,2256
1345,arab,08-13,288
1346,arab,07-13,258
1347,arab,08-11,36
1348,arab,07-11,27
1349,arab,01-14,433
1350,arab,01-15,1152
1351,arab,04-11,35
1352,arab,04-10,7
1353,arab,01-10,4
1354,arab,10-14,1680
1355,arab,01-12,48
1356,arab,04-14,484
1357,arab,09-14,1689
1358,arab,07-12,78
1359,arab,04-13,284
1360,arab,09-10,14
1361,arab,09-11,42
1362,arab,09-12,165
1363,arab,09-13,398
1364,arab,05-08,1
1365,arab,12-09,11
1366,arab,07-10,7
1367,arab,06-09,6
1368,arab,03-12,93
1369,arab,11-14,2434
1370,arab,03-10,10
1371,arab,03-11,70
1372,arab,11-11,39
1373,arab,11-10,14
1374,arab,11-13,295
1375,arab,11-12,245
1376,arab,10-09,1
1377,arab,10-08,4
1378,arab,03-13,187
1379,arab,05-10,5
1380,arab,05-11,56
1381,arab,05-12,65
1382,arab,05-13,213
1383,arab,05-14,390
1384,arab,04-12,59
1385,arab,12-10,13
1386,arab,02-15,92
1387,arab,04-09,2
1388,arab,12-14,2313
1389,arab,10-13,300
1390,arab,03-14,398
1391,arab,12-11,65
1392,arab,12-12,140
1393,arab,12-13,285
1394,arab,09-09,2
1395,arab,01-13,152
1396,arab,01-09,9
1397,arab,06-11,30
1398,arab,06-10,19
1399,arab,06-13,210
1400,arab,06-12,82
1401,arab,01-11,15
1402,arab,06-14,715
1403,arab,08-10,10
1404,arab,07-09,6
1405,arab,08-09,7
1406,roommate,09-13,4279
1407,roommate,09-09,118
1408,roommate,09-08,6
1409,roommate,02-15,682
1410,roommate,02-14,4533
1411,roommate,02-11,257
1412,roommate,02-10,110
1413,roommate,02-13,1754
1414,roommate,02-12,651
1415,roommate,05-07,1
1416,roommate,05-09,66
1417,roommate,05-08,6
1418,roommate,04-13,1983
1419,roommate,04-12,649
1420,roommate,04-11,263
1421,roommate,04-10,110
1422,roommate,04-14,4768
1423,roommate,09-14,8794
1424,roommate,07-12,729
1425,roommate,09-10,176
1426,roommate,09-11,518
1427,roommate,09-12,1554
1428,roommate,07-13,2003
1429,roommate,07-10,120
1430,roommate,07-11,229
1431,roommate,11-14,7933
1432,roommate,11-11,561
1433,roommate,11-10,155
1434,roommate,11-13,3602
1435,roommate,11-12,1483
1436,roommate,02-08,1
1437,roommate,02-09,33
1438,roommate,05-10,81
1439,roommate,05-11,258
1440,roommate,05-12,623
1441,roommate,05-13,1659
1442,roommate,05-14,3898
1443,roommate,07-08,6
1444,roommate,04-08,8
1445,roommate,04-09,74
1446,roommate,04-07,3
1447,roommate,06-11,230
1448,roommate,06-10,94
1449,roommate,06-13,1571
1450,roommate,06-12,599
1451,roommate,06-14,3507
1452,roommate,07-09,76
1453,roommate,03-07,1
1454,roommate,03-09,49
1455,roommate,03-08,3
1456,roommate,11-08,18
1457,roommate,11-09,110
1458,roommate,07-14,4356
1459,roommate,08-14,6870
1460,roommate,08-13,3281
1461,roommate,08-12,1213
1462,roommate,08-11,416
1463,roommate,08-10,107
1464,roommate,06-08,4
1465,roommate,06-09,65
1466,roommate,03-12,607
1467,roommate,03-13,1638
1468,roommate,03-10,101
1469,roommate,03-11,254
1470,roommate,10-07,1
1471,roommate,10-09,112
1472,roommate,10-08,11
1473,roommate,08-08,11
1474,roommate,08-09,82
1475,roommate,01-09,23
1476,roommate,10-12,1591
1477,roommate,10-13,3856
1478,roommate,10-10,163
1479,roommate,10-11,516
1480,roommate,10-14,8433
1481,roommate,01-14,4273
1482,roommate,01-15,4830
1483,roommate,01-10,101
1484,roommate,03-14,4217
1485,roommate,01-12,575
1486,roommate,01-13,1646
1487,roommate,12-09,80
1488,roommate,12-08,9
1489,roommate,12-07,1
1490,roommate,01-11,221
1491,roommate,12-14,6770
1492,roommate,12-10,146
1493,roommate,12-11,465
1494,roommate,12-12,1211
1495,roommate,12-13,3146
1496,republican,09-09,225
1497,republican,09-08,93
1498,republican,02-15,416
1499,republican,02-14,5419
1500,republican,02-11,409
1501,republican,02-10,210
1502,republican,02-13,4317
1503,republican,02-12,1715
1504,republican,07-13,3567
1505,republican,05-09,92
1506,republican,05-08,2
1507,republican,04-13,2676
1508,republican,04-12,1396
1509,republican,04-11,734
1510,republican,04-10,153
1511,republican,04-14,7016
1512,republican,09-14,9983
1513,republican,07-12,1642
1514,republican,09-10,291
1515,republican,09-11,1364
1516,republican,09-12,5195
1517,republican,09-13,7440
1518,republican,07-10,143
1519,republican,08-10,221
1520,republican,11-14,40142
1521,republican,11-11,1012
1522,republican,11-10,611
1523,republican,11-13,6110
1524,republican,11-12,9590
1525,republican,02-09,93
1526,republican,05-10,131
1527,republican,05-11,714
1528,republican,05-12,1396
1529,republican,05-13,3401
1530,republican,05-14,7445
1531,republican,07-08,2
1532,republican,04-08,3
1533,republican,04-09,135
1534,republican,06-11,758
1535,republican,06-10,133
1536,republican,06-13,3612
1537,republican,06-12,1951
1538,republican,06-14,10233
1539,republican,07-09,147
1540,republican,11-07,2
1541,republican,03-09,90
1542,republican,03-08,1
1543,republican,11-08,35
1544,republican,11-09,229
1545,republican,07-14,10300
1546,republican,08-14,9018
1547,republican,08-13,4028
1548,republican,08-12,5632
1549,republican,08-11,1222
1550,republican,07-11,1561
1551,republican,06-08,6
1552,republican,06-09,164
1553,republican,03-12,1828
1554,republican,03-13,3503
1555,republican,03-10,397
1556,republican,03-11,480
1557,republican,03-14,6469
1558,republican,10-09,153
1559,republican,10-08,121
1560,republican,08-08,16
1561,republican,08-09,164
1562,republican,08-07,1
1563,republican,01-09,38
1564,republican,01-08,4
1565,republican,10-12,7219
1566,republican,10-13,17129
1567,republican,10-10,364
1568,republican,10-11,1152
1569,republican,10-14,18291
1570,republican,01-14,8625
1571,republican,01-15,7707
1572,republican,01-10,321
1573,republican,01-11,527
1574,republican,01-12,2889
1575,republican,01-13,4179
1576,republican,12-09,130
1577,republican,12-08,16
1578,republican,12-14,14199
1579,republican,12-10,343
1580,republican,12-11,1278
1581,republican,12-12,3674
1582,republican,12-13,4319
1583,bestfriend,02-15,256
1584,bestfriend,02-14,660
1585,bestfriend,10-10,7
1586,bestfriend,10-11,38
1587,bestfriend,02-11,10
1588,bestfriend,02-10,4
1589,bestfriend,10-14,2089
1590,bestfriend,03-13,375
1591,bestfriend,09-10,4
1592,bestfriend,02-13,297
1593,bestfriend,10-13,631
1594,bestfriend,09-13,521
1595,bestfriend,07-14,1603
1596,bestfriend,08-14,1710
1597,bestfriend,08-13,563
1598,bestfriend,07-13,533
1599,bestfriend,08-11,44
1600,bestfriend,07-11,24
1601,bestfriend,04-13,410
1602,bestfriend,01-15,2380
1603,bestfriend,04-11,12
1604,bestfriend,04-10,12
1605,bestfriend,01-10,2
1606,bestfriend,11-13,661
1607,bestfriend,01-12,68
1608,bestfriend,04-14,833
1609,bestfriend,09-14,1739
1610,bestfriend,07-12,219
1611,bestfriend,11-12,332
1612,bestfriend,02-12,96
1613,bestfriend,09-11,20
1614,bestfriend,09-12,218
1615,bestfriend,08-12,228
1616,bestfriend,12-09,1
1617,bestfriend,07-10,13
1618,bestfriend,06-09,3
1619,bestfriend,03-12,104
1620,bestfriend,11-14,3351
1621,bestfriend,03-10,8
1622,bestfriend,03-11,19
1623,bestfriend,11-11,69
1624,bestfriend,11-10,5
1625,bestfriend,03-14,774
1626,bestfriend,04-12,148
1627,bestfriend,10-09,3
1628,bestfriend,05-10,10
1629,bestfriend,05-11,28
1630,bestfriend,05-12,146
1631,bestfriend,05-13,443
1632,bestfriend,05-14,1223
1633,bestfriend,08-10,12
1634,bestfriend,11-09,4
1635,bestfriend,01-11,4
1636,bestfriend,12-14,3082
1637,bestfriend,10-12,258
1638,bestfriend,01-14,760
1639,bestfriend,12-10,6
1640,bestfriend,12-11,67
1641,bestfriend,12-12,355
1642,bestfriend,12-13,682
1643,bestfriend,01-13,414
1644,bestfriend,06-11,30
1645,bestfriend,06-10,9
1646,bestfriend,06-13,462
1647,bestfriend,06-12,156
1648,bestfriend,06-14,1213
1649,scholar,10-12,279
1650,scholar,10-13,582
1651,scholar,10-10,39
1652,scholar,10-11,79
1653,scholar,02-11,37
1654,scholar,02-10,12
1655,scholar,10-14,1569
1656,scholar,02-12,148
1657,scholar,03-09,10
1658,scholar,02-13,300
1659,scholar,11-09,12
1660,scholar,09-13,524
1661,scholar,07-14,909
1662,scholar,08-14,1064
1663,scholar,08-13,467
1664,scholar,08-12,162
1665,scholar,05-09,8
1666,scholar,07-11,72
1667,scholar,01-14,707
1668,scholar,01-15,820
1669,scholar,04-11,55
1670,scholar,04-10,16
1671,scholar,01-10,22
1672,scholar,11-13,604
1673,scholar,01-12,146
1674,scholar,01-13,321
1675,scholar,09-14,1399
1676,scholar,07-12,156
1677,scholar,04-13,445
1678,scholar,09-10,24
1679,scholar,09-11,87
1680,scholar,09-12,184
1681,scholar,07-13,449
1682,scholar,05-08,1
1683,scholar,07-10,31
1684,scholar,12-08,1
1685,scholar,08-11,68
1686,scholar,10-08,2
1687,scholar,12-09,12
1688,scholar,08-10,17
1689,scholar,03-12,142
1690,scholar,11-14,1946
1691,scholar,03-10,19
1692,scholar,03-11,65
1693,scholar,11-11,83
1694,scholar,11-10,22
1695,scholar,03-14,852
1696,scholar,11-12,275
1697,scholar,10-09,6
1698,scholar,04-12,193
1699,scholar,03-13,357
1700,scholar,02-09,3
1701,scholar,05-10,18
1702,scholar,05-11,60
1703,scholar,05-12,183
1704,scholar,05-13,406
1705,scholar,05-14,911
1706,scholar,11-08,2
1707,scholar,02-15,86
1708,scholar,01-11,45
1709,scholar,12-14,1663
1710,scholar,06-09,16
1711,scholar,12-10,23
1712,scholar,12-11,84
1713,scholar,12-12,258
1714,scholar,12-13,548
1715,scholar,09-09,12
1716,scholar,04-14,960
1717,scholar,01-09,2
1718,scholar,06-11,85
1719,scholar,06-10,20
1720,scholar,06-13,424
1721,scholar,06-12,182
1722,scholar,06-14,830
1723,scholar,04-09,20
1724,scholar,02-14,709
1725,scholar,07-09,20
1726,scholar,08-09,12
1727,artist,09-09,197
1728,artist,09-08,13
1729,artist,02-15,1884
1730,artist,02-14,6360
1731,artist,02-11,572
1732,artist,02-10,357
1733,artist,02-13,3306
1734,artist,02-12,2503
1735,artist,05-07,1
1736,artist,05-09,114
1737,artist,05-08,5
1738,artist,04-13,3275
1739,artist,04-12,1346
1740,artist,04-11,573
1741,artist,04-10,221
1742,artist,04-14,7005
1743,artist,09-14,11307
1744,artist,07-12,2020
1745,artist,09-10,379
1746,artist,09-11,733
1747,artist,09-12,2132
1748,artist,09-13,4387
1749,artist,07-10,205
1750,artist,08-10,260
1751,artist,11-14,22774
1752,artist,11-11,1015
1753,artist,11-10,363
1754,artist,11-13,5429
1755,artist,11-12,2170
1756,artist,02-08,2
1757,artist,02-09,42
1758,artist,05-10,203
1759,artist,05-11,585
1760,artist,05-12,1558
1761,artist,05-13,3536
1762,artist,05-14,7865
1763,artist,07-08,8
1764,artist,07-07,1
1765,artist,04-08,4
1766,artist,04-09,137
1767,artist,01-09,29
1768,artist,06-11,793
1769,artist,06-10,211
1770,artist,06-13,3547
1771,artist,06-12,1649
1772,artist,06-14,8586
1773,artist,07-09,180
1774,artist,11-07,2
1775,artist,03-09,78
1776,artist,03-08,1
1777,artist,11-08,8
1778,artist,11-09,174
1779,artist,07-14,9278
1780,artist,08-14,11189
1781,artist,08-13,4999
1782,artist,07-13,4288
1783,artist,08-11,854
1784,artist,07-11,755
1785,artist,06-08,6
1786,artist,06-09,160
1787,artist,03-12,1370
1788,artist,03-13,3128
1789,artist,03-10,214
1790,artist,03-11,624
1791,artist,03-14,6506
1792,artist,10-09,191
1793,artist,10-08,29
1794,artist,08-08,6
1795,artist,08-09,178
1796,artist,08-07,2
1797,artist,08-12,1784
1798,artist,10-12,2163
1799,artist,10-13,4842
1800,artist,10-10,338
1801,artist,10-11,815
1802,artist,10-14,13831
1803,artist,01-14,7604
1804,artist,01-15,12175
1805,artist,01-10,244
1806,artist,01-11,392
1807,artist,01-12,1403
1808,artist,01-13,2652
1809,artist,12-09,166
1810,artist,12-08,17
1811,artist,12-14,21207
1812,artist,12-10,345
1813,artist,12-11,1028
1814,artist,12-12,2356
1815,artist,12-13,5178
1816,servant,10-12,242
1817,servant,10-13,589
1818,servant,10-10,26
1819,servant,10-11,63
1820,servant,02-11,50
1821,servant,02-10,13
1822,servant,02-13,309
1823,servant,02-14,627
1824,servant,03-09,10
1825,servant,05-09,11
1826,servant,11-09,16
1827,servant,07-13,407
1828,servant,10-14,1294
1829,servant,07-14,896
1830,servant,08-14,1272
1831,servant,08-13,400
1832,servant,08-12,165
1833,servant,08-11,57
1834,servant,07-11,67
1835,servant,01-14,606
1836,servant,01-15,970
1837,servant,04-11,43
1838,servant,04-10,19
1839,servant,01-10,14
1840,servant,03-14,611
1841,servant,01-12,124
1842,servant,01-13,301
1843,servant,09-14,1132
1844,servant,07-12,145
1845,servant,02-12,117
1846,servant,09-10,18
1847,servant,09-11,73
1848,servant,09-12,211
1849,servant,09-13,466
1850,servant,12-09,12
1851,servant,12-08,1
1852,servant,07-10,22
1853,servant,08-10,26
1854,servant,03-12,113
1855,servant,11-14,2018
1856,servant,03-10,24
1857,servant,03-11,56
1858,servant,11-11,76
1859,servant,11-10,27
1860,servant,11-13,472
1861,servant,04-12,133
1862,servant,10-09,11
1863,servant,10-08,2
1864,servant,03-13,303
1865,servant,02-09,1
1866,servant,05-10,17
1867,servant,05-11,49
1868,servant,05-12,125
1869,servant,05-13,379
1870,servant,05-14,794
1871,servant,02-15,119
1872,servant,11-12,233
1873,servant,01-11,37
1874,servant,12-14,2188
1875,servant,06-09,8
1876,servant,12-10,27
1877,servant,12-11,66
1878,servant,12-12,274
1879,servant,12-13,500
1880,servant,04-13,314
1881,servant,09-09,11
1882,servant,04-14,673
1883,servant,06-11,52
1884,servant,06-10,18
1885,servant,06-13,368
1886,servant,06-12,157
1887,servant,06-14,771
1888,servant,04-09,9
1889,servant,07-09,14
1890,servant,08-09,8
1891,rapper,10-12,1188
1892,rapper,02-14,3341
1893,rapper,10-10,143
1894,rapper,10-11,440
1895,rapper,02-11,128
1896,rapper,02-10,51
1897,rapper,10-14,7997
1898,rapper,03-13,1772
1899,rapper,03-09,8
1900,rapper,09-10,119
1901,rapper,02-13,1489
1902,rapper,11-09,40
1903,rapper,09-08,1
1904,rapper,09-13,2817
1905,rapper,06-09,16
1906,rapper,07-14,5597
1907,rapper,08-14,6352
1908,rapper,08-13,4770
1909,rapper,07-13,2640
1910,rapper,08-11,397
1911,rapper,07-11,288
1912,rapper,01-14,3833
1913,rapper,01-15,5555
1914,rapper,04-11,179
1915,rapper,04-10,46
1916,rapper,01-10,37
1917,rapper,03-14,3918
1918,rapper,01-12,516
1919,rapper,01-13,1606
1920,rapper,09-14,6276
1921,rapper,07-12,1026
1922,rapper,04-13,1735
1923,rapper,02-12,592
1924,rapper,09-11,320
1925,rapper,09-12,1140
1926,rapper,08-12,1016
1927,rapper,12-09,40
1928,rapper,05-09,32
1929,rapper,07-10,90
1930,rapper,10-08,1
1931,rapper,08-10,84
1932,rapper,12-08,3
1933,rapper,03-12,633
1934,rapper,11-14,8893
1935,rapper,03-10,66
1936,rapper,03-11,178
1937,rapper,11-11,493
1938,rapper,11-10,121
1939,rapper,11-13,2715
1940,rapper,11-12,1134
1941,rapper,10-09,59
1942,rapper,04-12,667
1943,rapper,02-09,8
1944,rapper,05-10,69
1945,rapper,05-11,232
1946,rapper,05-12,802
1947,rapper,05-13,2013
1948,rapper,05-14,4655
1949,rapper,07-08,1
1950,rapper,09-07,1
1951,rapper,02-15,565
1952,rapper,01-11,145
1953,rapper,12-14,10757
1954,rapper,08-08,2
1955,rapper,10-13,3040
1956,rapper,12-10,110
1957,rapper,12-11,414
1958,rapper,12-12,1344
1959,rapper,12-13,2933
1960,rapper,09-09,51
1961,rapper,04-14,3995
1962,rapper,01-09,3
1963,rapper,06-11,276
1964,rapper,06-10,73
1965,rapper,06-13,2332
1966,rapper,06-12,847
1967,rapper,06-14,4983
1968,rapper,04-09,20
1969,rapper,07-09,40
1970,rapper,08-09,42
1971,democrat,10-12,1976
1972,democrat,10-13,5090
1973,democrat,10-10,163
1974,democrat,10-11,224
1975,democrat,02-11,138
1976,democrat,02-10,71
1977,democrat,10-14,10562
1978,democrat,02-12,371
1979,democrat,03-09,30
1980,democrat,03-10,157
1981,democrat,02-13,1063
1982,democrat,11-09,94
1983,democrat,04-08,1
1984,democrat,09-08,60
1985,democrat,09-13,2375
1986,democrat,07-14,4596
1987,democrat,08-14,4919
1988,democrat,07-12,526
1989,democrat,07-13,1458
1990,democrat,08-11,296
1991,democrat,07-11,279
1992,democrat,01-14,2609
1993,democrat,04-12,383
1994,democrat,04-11,188
1995,democrat,04-10,52
1996,democrat,01-10,130
1997,democrat,03-14,3201
1998,democrat,01-12,355
1999,democrat,04-14,3576
2000,democrat,09-14,5502
2001,democrat,08-13,1405
2002,democrat,04-13,1092
2003,democrat,09-10,136
2004,democrat,09-11,219
2005,democrat,09-12,2242
2006,democrat,08-12,1225
2007,democrat,05-08,1
2008,democrat,12-09,119
2009,democrat,05-09,19
2010,democrat,07-10,48
2011,democrat,06-08,3
2012,democrat,06-09,49
2013,democrat,12-08,3
2014,democrat,03-12,340
2015,democrat,11-14,16938
2016,democrat,01-15,1942
2017,democrat,03-11,114
2018,democrat,11-11,243
2019,democrat,11-10,201
2020,democrat,11-13,3348
2021,democrat,11-12,2520
2022,democrat,10-09,98
2023,democrat,10-08,31
2024,democrat,03-13,1134
2025,democrat,02-09,9
2026,democrat,05-10,55
2027,democrat,05-11,131
2028,democrat,05-12,324
2029,democrat,05-13,1228
