,0,1,2,3
754,officer,11-0-10,-2.6737,19
755,officer,11-0-11,0.4076,49
756,officer,03-28-14,-4.5881,282
757,officer,03-28-11,-3.2619,18
758,officer,03-28-10,0.568,8
759,officer,03-28-13,-1.2791,101
760,officer,03-28-12,-7.1484,71
761,officer,11-14-10,0.7023,16
762,officer,11-14-11,-18.8419,130
763,officer,11-14-12,-10.9332,136
764,officer,11-14-13,-26.3112,354
765,officer,11-14-14,-191.8627,1874
766,officer,10-0-11,4.8476,22
767,officer,10-0-10,0.3069,13
768,officer,10-0-13,-86.1846,497
769,officer,10-0-12,2.6253,119
770,officer,10-0-14,-77.4334,922
771,officer,09-28-13,1.6665,108
772,officer,09-28-12,-3.4111,29
773,officer,09-28-11,0.5974,12
774,officer,09-28-10,0.2095,14
775,officer,09-28-14,-78.6128,849
776,police_officer,10-28-14,-48.3304,331
777,police_officer,10-28-11,-1.6574,22
778,police_officer,10-28-10,0.8272,3
779,police_officer,10-28-13,-7.9905,62
780,police_officer,10-28-12,0.7273,29
781,police_officer,04-28-14,-18.6621,95
782,police_officer,04-28-10,-0.5859,1
783,police_officer,04-28-11,-1.4832,6
784,police_officer,04-28-12,1.4987,7
785,police_officer,04-28-13,-5.0543,31
786,police_officer,04-7-14,-28.0036,168
787,police_officer,04-7-13,-12.1701,75
788,police_officer,04-7-12,-0.483,30
789,police_officer,04-7-11,-2.3699,26
790,police_officer,04-7-10,0.3842,7
791,police_officer,12-28-08,-0.1406,1
792,police_officer,12-28-09,-1.4223,3
793,police_officer,07-28-09,-2.0371,5
794,police_officer,02-21-09,0.4215,1
795,police_officer,09-21-09,-0.1667,3
796,police_officer,09-21-08,0.8122,1
797,police_officer,08-21-09,-0.0379,2
798,police_officer,02-7-15,-1.3488,19
799,police_officer,02-7-14,-10.5629,134
800,police_officer,02-7-11,-2.1932,9
801,police_officer,02-7-10,-0.3987,2
802,police_officer,02-7-13,-30.4024,179
803,police_officer,02-7-12,1.1308,26
804,police_officer,06-0-09,-0.7691,3
805,police_officer,11-21-08,0.25,2
806,police_officer,11-21-09,0.3252,3
807,police_officer,04-0-09,-0.6249,2
808,police_officer,11-7-14,-93.4613,541
809,police_officer,11-7-11,-0.6805,39
810,police_officer,11-7-10,0.1511,1
811,police_officer,05-7-09,0.9799,5
812,police_officer,11-7-12,-0.5638,43
813,police_officer,05-21-09,-0.2171,3
814,police_officer,04-14-14,-8.7702,136
815,police_officer,04-14-12,-3.2812,29
816,police_officer,04-14-13,-102.7701,607
817,police_officer,04-14-10,-0.6901,3
818,police_officer,04-14-11,0.6748,8
819,police_officer,05-0-13,-13.8193,58
820,police_officer,05-0-12,-2.56,21
821,police_officer,05-0-11,-1.2229,7
822,police_officer,05-0-10,-0.8232,5
823,police_officer,05-0-14,-25.2919,149
824,police_officer,01-14-15,-22.7284,234
825,police_officer,01-14-14,-38.2922,190
826,police_officer,01-14-11,-3.2386,11
827,police_officer,01-14-10,0.0,1
828,police_officer,01-14-13,-10.6469,77
829,police_officer,01-14-12,-1.8984,15
830,police_officer,12-0-09,-0.986,7
831,police_officer,12-14-14,-344.7044,1423
832,police_officer,12-14-11,-8.7144,24
833,police_officer,12-14-10,-3.9652,12
834,police_officer,12-14-13,-10.1374,112
835,police_officer,12-14-12,-17.2598,147
836,police_officer,01-7-10,-0.3412,1
837,police_officer,01-7-11,-5.4159,8
838,police_officer,01-7-12,-6.124,23
839,police_officer,01-7-13,-4.5446,62
840,police_officer,01-7-14,-20.1879,171
841,police_officer,01-7-15,-123.1862,510
842,police_officer,08-28-08,0.3612,1
843,police_officer,12-7-10,0.0,10
844,police_officer,12-7-11,-19.491,70
845,police_officer,12-7-12,-6.3658,42
846,police_officer,12-7-13,-31.5363,145
847,police_officer,12-7-14,-289.7734,1468
848,police_officer,03-28-09,-1.0105,2
849,police_officer,10-0-08,-0.3182,1
850,police_officer,10-0-09,0.7091,4
851,police_officer,09-0-14,-77.9982,449
852,police_officer,09-0-13,-14.9154,84
853,police_officer,09-0-12,-2.8483,31
854,police_officer,09-0-11,0.0868,17
855,police_officer,09-0-10,0.5253,2
856,police_officer,11-7-13,-11.3113,94
857,police_officer,10-28-09,0.126,1
858,police_officer,06-14-09,-0.6808,2
859,police_officer,06-14-08,0.0,1
860,police_officer,07-7-09,-0.6394,5
861,police_officer,06-28-14,-10.7592,82
862,police_officer,06-28-12,-2.6937,14
863,police_officer,06-28-13,-0.7319,40
864,police_officer,06-28-10,-3.4245,5
865,police_officer,06-28-11,-1.4517,4
866,police_officer,08-14-09,-0.0341,4
867,police_officer,06-21-13,-11.5979,117
868,police_officer,06-21-12,-6.7982,35
869,police_officer,06-21-11,-1.0222,6
870,police_officer,06-21-10,-1.0763,5
871,police_officer,06-21-14,-7.8547,173
872,police_officer,09-7-09,0.9766,5
873,police_officer,04-7-08,-0.4385,1
874,police_officer,04-7-09,0.1559,2
875,police_officer,09-21-14,-107.1198,587
876,police_officer,09-21-12,-3.4624,44
877,police_officer,09-21-13,-10.7489,123
878,police_officer,09-21-10,-0.296,2
879,police_officer,09-21-11,-25.2842,65
880,police_officer,04-21-14,-22.3363,192
881,police_officer,04-21-11,0.5639,8
882,police_officer,04-21-10,-4.4715,9
883,police_officer,04-21-13,-19.5284,108
884,police_officer,04-21-12,-0.9364,17
885,police_officer,02-7-09,0.0,1
886,police_officer,06-0-12,-0.8911,20
887,police_officer,06-0-13,-9.3463,68
888,police_officer,06-0-10,-0.8781,7
889,police_officer,06-0-11,-1.017,14
890,police_officer,06-0-14,-51.451,206
891,police_officer,11-28-09,-7.3611,17
892,police_officer,04-0-10,0.4215,1
893,police_officer,04-0-11,-0.6743,14
894,police_officer,04-0-12,-7.259,37
895,police_officer,04-0-13,-11.6365,70
896,police_officer,04-0-14,-10.6082,171
897,police_officer,05-21-12,-4.8609,25
898,police_officer,05-21-13,-16.1099,98
899,police_officer,05-21-10,-0.1295,3
900,police_officer,05-21-11,-3.4873,11
901,police_officer,05-21-14,-18.0934,199
902,police_officer,05-7-14,-38.2401,253
903,police_officer,11-7-09,-0.0805,2
904,police_officer,05-7-10,-0.9118,1
905,police_officer,05-7-11,-0.6493,14
906,police_officer,05-7-12,-7.8786,31
907,police_officer,05-7-13,-10.2392,83
908,police_officer,05-0-09,0.252,3
909,police_officer,05-28-14,-9.7072,122
910,police_officer,05-28-13,-19.1955,52
911,police_officer,05-28-12,0.2275,19
912,police_officer,05-28-11,-0.0769,3
913,police_officer,05-28-10,-0.2849,2
914,police_officer,03-7-09,-0.7236,1
915,police_officer,08-7-13,-11.3653,77
916,police_officer,08-7-12,-3.5646,40
917,police_officer,08-7-11,-9.6019,48
918,police_officer,08-7-10,-0.1234,3
919,police_officer,08-7-14,-296.2142,1208
920,police_officer,12-14-09,-0.2925,3
921,police_officer,10-7-08,-0.5563,1
922,police_officer,10-7-07,0.0,1
923,police_officer,08-0-09,-0.3851,8
924,police_officer,03-21-09,-3.2174,6
925,police_officer,10-7-11,-4.0506,28
926,police_officer,07-14-14,-70.6262,289
927,police_officer,07-14-13,-29.5086,208
928,police_officer,07-14-12,-5.9203,39
929,police_officer,07-14-11,0.6625,18
930,police_officer,07-14-10,-2.3092,4
931,police_officer,08-21-11,-2.8968,20
932,police_officer,10-7-13,-12.9123,89
933,police_officer,01-28-11,-1.7472,9
934,police_officer,10-21-09,0.0,2
935,police_officer,08-28-09,-0.7177,1
936,police_officer,01-28-10,0.6705,1
937,police_officer,01-28-15,-8.7683,81
938,police_officer,09-0-09,1.1895,4
939,police_officer,06-14-14,-25.2825,169
940,police_officer,06-14-10,-1.6781,6
941,police_officer,06-14-11,-1.6048,13
942,police_officer,06-14-12,-3.3492,35
943,police_officer,06-14-13,-21.4478,94
944,police_officer,07-21-09,-1.0743,7
945,police_officer,07-7-14,-50.6716,234
946,police_officer,07-7-12,-5.5934,50
947,police_officer,07-7-13,-42.1891,168
948,police_officer,07-7-10,-5.0257,13
949,police_officer,07-7-11,-2.5005,11
950,police_officer,09-14-14,-62.7703,454
951,police_officer,09-14-11,-4.6206,26
952,police_officer,09-14-10,-1.1968,2
953,police_officer,09-14-13,-27.6945,180
954,police_officer,09-14-12,-0.7038,44
955,police_officer,02-0-14,-13.2709,136
956,police_officer,06-21-09,-0.296,2
957,police_officer,08-14-12,-7.4469,38
958,police_officer,08-14-13,-23.1125,99
959,police_officer,08-14-10,0.51,6
960,police_officer,08-14-11,-2.3651,18
961,police_officer,08-14-14,-1051.4225,4842
962,police_officer,06-7-11,0.0817,14
963,police_officer,06-7-10,0.0386,7
964,police_officer,06-7-13,-6.0674,84
965,police_officer,06-7-12,-4.5345,40
966,police_officer,06-7-14,-99.1492,344
967,police_officer,09-7-10,0.7852,6
968,police_officer,09-7-11,-1.0953,31
969,police_officer,09-7-12,-8.506,56
970,police_officer,09-7-13,-7.3133,94
971,police_officer,09-7-14,-113.0346,530
972,police_officer,11-0-09,0.5123,5
973,police_officer,11-0-08,0.6249,1
974,police_officer,08-21-10,-0.8271,2
975,police_officer,05-14-11,-1.4602,8
976,police_officer,05-14-10,-1.8179,6
977,police_officer,05-14-13,-19.1158,93
978,police_officer,05-14-12,-7.2042,44
979,police_officer,05-14-14,-11.4296,210
980,police_officer,02-28-12,0.8964,8
981,police_officer,02-28-13,-0.1031,11
982,police_officer,08-21-13,-6.7125,77
983,police_officer,02-28-11,-0.3632,2
984,police_officer,02-28-14,-2.5098,14
985,police_officer,03-14-13,-4.9311,64
986,police_officer,03-14-12,-1.0793,27
987,police_officer,03-14-11,0.5712,6
988,police_officer,04-21-09,-0.5423,1
989,police_officer,03-14-14,-23.1065,138
990,police_officer,12-21-09,0.4434,3
991,police_officer,11-28-12,-0.6751,31
992,police_officer,11-28-13,-2.1134,41
993,police_officer,11-28-10,-2.1131,6
994,police_officer,11-28-11,-1.6583,13
995,police_officer,11-28-14,-246.259,1086
996,police_officer,10-14-13,-4.4152,118
997,police_officer,10-14-12,-8.6283,55
998,police_officer,10-14-11,-3.5431,30
999,police_officer,10-14-10,-0.9864,3
1000,police_officer,10-14-14,-79.6419,514
1001,police_officer,11-14-09,-1.1767,5
1002,police_officer,05-28-09,-0.802,2
1003,police_officer,03-7-12,-2.2824,24
1004,police_officer,03-7-13,-14.3019,66
1005,police_officer,03-7-10,-0.8842,4
1006,police_officer,03-7-11,-4.4035,15
1007,police_officer,03-7-14,-0.2837,142
1008,police_officer,08-7-08,0.5719,1
1009,police_officer,08-7-09,-1.9022,3
1010,police_officer,07-14-09,-1.1349,3
1011,police_officer,04-28-09,-0.9617,3
1012,police_officer,10-7-12,-1.9917,45
1013,police_officer,01-28-12,-2.9397,16
1014,police_officer,10-7-10,-1.295,7
1015,police_officer,08-21-12,-7.1208,50
1016,police_officer,08-21-14,-373.1538,1709
1017,police_officer,10-7-14,-220.2333,1025
1018,police_officer,01-28-14,-11.7724,89
1019,police_officer,08-0-14,-56.931,263
1020,police_officer,08-0-10,0.0,2
1021,police_officer,08-0-11,-3.9637,14
1022,police_officer,08-0-12,-3.1243,33
1023,police_officer,08-0-13,-9.2312,76
1024,police_officer,03-21-14,-24.2924,188
1025,police_officer,03-21-10,0.0,2
1026,police_officer,03-21-11,-3.1494,14
1027,police_officer,03-21-12,-5.6332,48
1028,police_officer,03-21-13,-4.8503,55
1029,police_officer,12-28-13,3.1398,43
1030,police_officer,12-28-12,1.0891,37
1031,police_officer,12-28-11,-0.7507,15
1032,police_officer,12-28-10,-0.3792,2
1033,police_officer,12-28-14,-102.3119,508
1034,police_officer,02-21-14,-17.6598,147
1035,police_officer,02-21-13,-13.731,85
1036,police_officer,02-21-12,-3.1042,25
1037,police_officer,02-21-11,0.385,7
1038,police_officer,02-21-10,-0.2309,4
1039,police_officer,07-28-11,0.2082,5
1040,police_officer,07-28-10,0.112,3
1041,police_officer,07-28-13,-13.6594,60
1042,police_officer,07-28-12,-2.9763,21
1043,police_officer,07-28-14,-37.0474,186
1044,police_officer,10-21-14,-141.9232,728
1045,police_officer,10-21-10,-0.9887,2
1046,police_officer,10-21-11,-3.1845,35
1047,police_officer,10-21-12,-11.9645,61
1048,police_officer,10-21-13,-11.779,104
1049,police_officer,08-28-10,-0.3865,3
1050,police_officer,07-0-14,-33.3053,213
1051,police_officer,08-28-12,3.031,23
1052,police_officer,08-28-13,-7.6193,60
1053,police_officer,07-0-11,-6.5105,19
1054,police_officer,07-0-10,-1.528,4
1055,police_officer,07-0-13,-20.3705,142
1056,police_officer,07-0-12,-4.0741,24
1057,police_officer,11-21-14,-2717.6385,11857
1058,police_officer,11-21-13,-16.5637,104
1059,police_officer,11-21-12,-2.1851,37
1060,police_officer,11-21-11,-2.2821,18
1061,police_officer,11-21-10,0.6908,4
1062,police_officer,04-21-08,-0.3382,1
1063,police_officer,01-0-15,-42.934,406
1064,police_officer,01-0-14,-0.3491,71
1065,police_officer,01-0-13,-5.8847,44
1066,police_officer,01-0-12,-1.6414,22
1067,police_officer,01-0-11,-3.3167,12
1068,police_officer,01-0-10,0.6295,3
1069,police_officer,07-21-10,-2.5863,5
1070,police_officer,07-21-11,-4.3677,18
1071,police_officer,07-21-12,-6.1741,54
1072,police_officer,07-21-13,-19.2644,117
1073,police_officer,07-21-14,-42.8625,243
1074,police_officer,04-14-09,0.0,1
1075,police_officer,12-0-14,-1226.7923,5010
1076,police_officer,12-0-13,-11.792,117
1077,police_officer,12-0-12,-4.5503,42
1078,police_officer,12-0-11,-2.2613,13
1079,police_officer,12-0-10,-1.9633,5
1080,police_officer,03-14-10,-1.1649,5
1081,police_officer,06-7-09,-0.128,1
1082,police_officer,08-28-11,0.1896,4
1083,police_officer,01-21-14,-33.8045,174
1084,police_officer,01-21-15,-11.5841,191
1085,police_officer,01-21-12,-1.3068,24
1086,police_officer,01-21-13,-4.7373,66
1087,police_officer,01-21-10,0.5361,2
1088,police_officer,01-21-11,-5.7063,14
1089,police_officer,08-28-14,-61.5582,345
1090,police_officer,05-14-09,0.7649,2
1091,police_officer,03-14-09,0.0,1
1092,police_officer,12-7-09,-1.9863,11
1093,police_officer,02-0-15,-10.9111,78
1094,police_officer,02-0-12,-3.464,25
1095,police_officer,02-0-13,-3.0932,51
1096,police_officer,02-0-10,-0.2702,6
1097,police_officer,02-0-11,-2.3833,10
1098,police_officer,12-21-14,-1586.3672,5235
1099,police_officer,12-21-12,-13.3576,173
1100,police_officer,12-21-13,-7.4475,91
1101,police_officer,12-21-10,-0.4481,7
1102,police_officer,12-21-11,-1.6915,16
1103,police_officer,02-14-10,-1.3996,7
1104,police_officer,02-14-11,-1.0364,8
1105,police_officer,02-14-12,-4.356,19
1106,police_officer,02-14-13,-7.5363,59
1107,police_officer,02-14-14,-30.8647,175
1108,police_officer,03-0-11,-0.2639,6
1109,police_officer,03-0-10,-1.5432,6
1110,police_officer,03-0-13,-8.4965,50
1111,police_officer,03-0-12,-0.1853,28
1112,police_officer,03-0-14,-13.1395,122
1113,police_officer,10-14-09,-1.3777,2
1114,police_officer,11-0-14,-29.4427,350
1115,police_officer,11-0-12,-3.3398,49
1116,police_officer,11-0-13,-13.3532,105
1117,police_officer,11-0-10,-2.0555,7
1118,police_officer,11-0-11,-3.6344,18
1119,police_officer,03-28-14,-4.033,91
1120,police_officer,03-28-11,-1.6316,8
1121,police_officer,03-28-10,0.1501,1
1122,police_officer,03-28-13,-1.6406,29
1123,police_officer,03-28-12,-0.7989,34
1124,police_officer,11-14-10,-0.6031,3
1125,police_officer,11-14-11,-6.9125,47
1126,police_officer,11-14-12,-0.2556,33
1127,police_officer,11-14-13,-20.2856,107
1128,police_officer,11-14-14,-167.7374,777
1129,police_officer,10-0-11,-4.7354,16
1130,police_officer,10-0-10,0.6124,4
1131,police_officer,10-0-13,-56.4264,268
1132,police_officer,10-0-12,-3.7025,33
1133,police_officer,10-0-14,-51.4638,323
1134,police_officer,09-28-13,-3.2552,26
1135,police_officer,09-28-12,2.0117,11
1136,police_officer,09-28-11,-1.8512,12
1137,police_officer,09-28-10,-1.1065,4
1138,police_officer,01-28-13,-6.4448,57
1139,police_officer,09-28-14,-61.6761,506
1140,juror,01-28-12,-2.2188,8
1141,juror,01-28-13,0.2418,14
1142,juror,10-7-13,-13.852,46
1143,juror,08-21-13,-4.5072,58
1144,juror,08-21-12,-1.903,12
1145,juror,10-28-11,-2.2287,4
1146,juror,08-21-14,1.5183,126
1147,juror,01-28-15,-12.2757,97
1148,juror,01-28-14,-1.7032,25
1149,juror,01-14-12,-1.4376,11
1150,juror,10-28-14,-7.7337,72
1151,juror,04-7-12,1.3178,7
1152,juror,07-14-14,-7.3015,65
1153,juror,07-14-13,-558.045,4585
1154,juror,07-14-12,-2.6346,14
1155,juror,07-14-11,-2.0243,15
1156,juror,07-14-10,0.0,1
1157,juror,08-0-14,-10.3944,54
1158,juror,10-28-12,-1.6956,9
1159,juror,08-0-10,-0.7935,2
1160,juror,08-0-11,0.7457,8
1161,juror,08-0-12,-3.6605,11
1162,juror,08-0-13,-2.9629,44
1163,juror,09-28-09,-1.294,2
1164,juror,07-14-09,-0.073,3
1165,juror,07-28-14,-0.0969,85
1166,juror,03-21-14,-5.1326,39
1167,juror,08-21-11,-2.9711,8
1168,juror,09-0-14,-2.9234,75
1169,juror,09-0-13,0.4601,13
1170,juror,09-0-12,-7.7669,92
1171,juror,03-21-12,-1.7341,15
1172,juror,03-21-13,-1.6875,77
1173,juror,10-7-10,1.0363,4
1174,juror,10-21-09,0.8402,2
1175,juror,01-28-10,0.1445,3
1176,juror,10-7-11,0.5323,3
1177,juror,10-0-09,1.0299,10
1178,juror,04-28-14,4.8984,65
1179,juror,04-28-10,0.0,1
1180,juror,04-28-11,-0.8271,2
1181,juror,12-28-14,1.0904,11
1182,juror,02-21-14,-21.8403,184
1183,juror,02-21-13,-3.0845,55
1184,juror,10-28-13,-4.9153,31
1185,juror,02-21-11,-0.9236,4
1186,juror,02-21-10,0.8188,4
1187,juror,07-28-10,0.0,1
1188,juror,07-28-13,-3.5284,85
1189,juror,07-28-12,0.1036,2
1190,juror,08-14-10,0.5832,6
1191,juror,01-21-11,0.0,1
1192,juror,09-7-08,-0.6705,1
1193,juror,03-28-13,-1.648,17
1194,juror,06-28-14,-1.6889,19
1195,juror,06-28-12,0.0809,5
1196,juror,04-14-14,-4.3073,63
1197,juror,06-28-11,-0.4969,20
1198,juror,10-21-14,-26.8258,353
1199,juror,08-7-11,-1.1461,7
1200,juror,04-7-14,-8.6274,71
1201,juror,04-7-13,-3.2129,117
1202,juror,01-0-11,0.0937,5
1203,juror,10-21-12,0.1006,16
1204,juror,10-21-13,-3.1806,45
1205,juror,06-21-13,-8.635,178
1206,juror,06-21-12,-6.1084,46
1207,juror,06-21-11,-2.1359,30
1208,juror,06-21-10,-1.4842,3
1209,juror,06-21-14,-4.2033,45
1210,juror,06-14-14,-0.3262,33
1211,juror,12-28-09,-0.4717,1
1212,juror,06-14-10,0.4373,3
1213,juror,06-14-11,-1.0281,14
1214,juror,06-14-12,-1.5037,10
1215,juror,06-14-13,-8.0734,199
1216,juror,08-28-10,-0.5118,5
1217,juror,08-28-11,-1.2467,12
1218,juror,08-28-12,-1.5771,13
1219,juror,08-28-13,-0.2188,41
1220,juror,07-0-11,-35.3423,229
1221,juror,07-0-10,-1.341,4
1222,juror,07-0-13,-5.7676,138
1223,juror,06-28-13,-4.4468,40
1224,juror,07-21-09,0.4215,1
1225,juror,11-21-14,75.5519,1444
1226,juror,11-21-13,-0.1384,27
1227,juror,11-21-12,-0.428,5
1228,juror,11-21-11,0.1299,3
1229,juror,11-21-10,0.699,2
1230,juror,07-7-14,-2.3656,32
1231,juror,12-14-12,-0.1074,4
1232,juror,07-7-12,2.0724,10
1233,juror,07-7-13,-26.2681,672
1234,juror,07-7-10,-0.4206,2
1235,juror,07-7-11,-25.1185,161
1236,juror,09-14-14,-1.9942,47
1237,juror,09-14-11,-3.1411,16
1238,juror,09-14-10,0.3182,2
1239,juror,09-14-13,-2.4787,44
1240,juror,09-14-12,-1.1375,7
1241,juror,02-7-12,-3.4307,12
1242,juror,12-7-09,0.4588,2
1243,juror,11-21-09,-0.4419,2
1244,juror,06-21-08,0.5413,1
1245,juror,06-21-09,-0.4215,2
1246,juror,05-28-14,-5.3025,30
1247,juror,03-28-14,-2.9828,19
1248,juror,08-14-12,1.4475,13
1249,juror,08-14-13,3.8744,70
1250,juror,01-0-15,-5.1784,93
1251,juror,01-0-14,-2.6106,11
1252,juror,01-0-13,-0.1562,4
1253,juror,01-0-12,-1.8292,6
1254,juror,08-14-14,-1.565,161
1255,juror,10-21-11,-1.089,10
1256,juror,02-7-15,2.9149,33
1257,juror,02-7-14,-12.8594,163
1258,juror,07-0-09,0.1531,1
1259,juror,02-7-11,-0.6637,2
1260,juror,04-7-11,-0.2553,20
1261,juror,02-7-13,-4.1409,18
1262,juror,05-0-12,0.71,9
1263,juror,07-0-14,-1.3875,33
1264,juror,02-28-12,-0.0931,5
1265,juror,01-7-10,1.1743,3
1266,juror,09-21-14,-21.7431,164
1267,juror,09-21-12,0.9002,6
1268,juror,09-21-13,-2.4157,23
1269,juror,09-21-10,0.6876,6
1270,juror,09-21-11,-7.3166,42
1271,juror,07-21-10,-0.7539,1
1272,juror,07-21-11,0.5879,5
1273,juror,07-21-12,-0.3103,13
1274,juror,07-21-13,-151.0024,700
1275,juror,07-21-14,-2.0495,43
1276,juror,01-7-12,-5.6693,26
1277,juror,04-21-14,-2.5026,44
1278,juror,04-21-11,-0.4591,5
1279,juror,04-21-10,-0.2465,1
1280,juror,04-21-13,-0.6383,62
1281,juror,04-21-12,-0.2488,4
1282,juror,06-7-11,-4.6075,25
1283,juror,12-21-12,-0.6808,3
1284,juror,06-7-13,-11.2958,299
1285,juror,06-7-12,-1.4501,12
1286,juror,06-7-14,-7.2613,68
1287,juror,12-21-13,0.3069,7
1288,juror,09-7-10,-0.5574,4
1289,juror,03-14-13,-7.7722,42
1290,juror,09-7-12,0.6889,41
1291,juror,09-7-13,-12.4241,85
1292,juror,09-7-14,-10.1509,107
1293,juror,10-28-10,0.3182,1
1294,juror,03-14-12,-1.4929,10
1295,juror,01-21-09,0.9557,2
1296,juror,02-0-12,0.4691,8
1297,juror,12-0-14,5.505,474
1298,juror,12-0-13,-1.0786,20
1299,juror,12-0-12,2.8095,11
1300,juror,12-0-11,0.325,4
1301,juror,11-0-09,0.3802,1
1302,juror,11-7-14,-4.9374,113
1303,juror,03-14-10,-0.6667,3
1304,juror,11-7-11,-3.1359,25
1305,juror,11-7-10,-0.3303,2
1306,juror,11-7-13,-3.7633,72
1307,juror,11-7-12,-2.7333,12
1308,juror,09-0-10,0.5106,2
1309,juror,02-7-09,0.0,1
1310,juror,05-14-11,-2.9502,26
1311,juror,05-14-10,-0.9118,1
1312,juror,05-14-13,-16.174,104
1313,juror,05-14-12,0.8095,4
1314,juror,04-14-12,0.4714,5
1315,juror,04-14-13,-0.0274,66
1316,juror,04-14-11,2.1171,7
1317,juror,06-0-12,1.9328,22
1318,juror,06-0-13,-2.533,62
1319,juror,06-0-10,0.0,1
1320,juror,06-0-11,-1.0853,12
1321,juror,02-7-10,-1.1292,2
1322,juror,06-0-14,-3.5946,47
1323,juror,05-0-13,-1.9236,142
1324,juror,02-28-13,0.4532,18
1325,juror,05-0-11,-2.7407,13
1326,juror,02-28-11,0.659,1
1327,juror,05-14-14,-0.7022,147
1328,juror,02-28-14,0.5357,8
1329,juror,05-0-14,-0.578,89
1330,juror,01-14-15,-11.1217,96
1331,juror,01-14-14,-12.8192,47
1332,juror,04-21-09,-0.5267,1
1333,juror,04-0-12,0.5935,4
1334,juror,01-14-13,-0.6908,15
1335,juror,03-14-14,-1.5698,29
1336,juror,04-0-11,-0.9821,8
1337,juror,08-21-10,-0.4939,2
1338,juror,04-0-13,1.9143,144
1339,juror,04-0-14,-3.5975,68
1340,juror,12-0-09,-0.456,2
1341,juror,02-0-13,6.6889,65
1342,juror,03-21-10,0.0,1
1343,juror,01-21-14,-11.0086,73
1344,juror,01-21-15,-8.8425,126
1345,juror,01-21-12,0.8974,6
1346,juror,01-21-13,2.6823,13
1347,juror,03-21-11,2.3791,31
1348,juror,05-21-12,-0.1884,12
1349,juror,05-21-13,-54.7881,412
1350,juror,05-21-10,0.7291,3
1351,juror,05-21-11,0.2645,2
1352,juror,09-0-11,-0.631,3
1353,juror,05-21-14,-1.0282,53
1354,juror,05-7-14,-7.1935,103
1355,juror,08-28-14,2.7084,22
1356,juror,11-7-09,0.0387,1
1357,juror,05-7-10,0.3182,2
1358,juror,05-7-11,-2.3002,19
1359,juror,05-7-12,-4.9255,22
1360,juror,05-7-13,-14.5984,195
1361,juror,02-0-10,-0.4215,3
1362,juror,02-14-09,0.4404,1
1363,juror,07-0-12,-1.3191,4
1364,juror,11-28-12,0.3279,2
1365,juror,11-28-13,-0.3659,3
1366,juror,11-28-10,0.4199,1
1367,juror,11-28-14,-1.7708,92
1368,juror,02-14-11,-1.2498,2
1369,juror,10-14-13,-2.3695,41
1370,juror,12-14-14,-6.7214,132
1371,juror,10-14-11,0.9717,6
1372,juror,12-14-11,-0.2902,4
1373,juror,12-14-10,0.0772,3
1374,juror,12-14-13,-2.9029,19
1375,juror,10-14-14,-2.6468,91
1376,juror,10-28-09,0.0,1
1377,juror,02-0-14,-5.8053,57
1378,juror,02-0-15,-4.3779,116
1379,juror,05-28-13,2.9159,106
1380,juror,05-28-12,-0.8194,18
1381,juror,05-28-11,0.212,5
1382,juror,05-28-10,-0.1531,1
1383,juror,10-7-14,-24.3856,240
1384,juror,01-7-11,0.0,1
1385,juror,12-21-14,0.6499,79
1386,juror,01-7-13,-2.386,6
1387,juror,01-7-14,-5.4763,65
1388,juror,01-7-15,-4.4889,103
1389,juror,02-14-10,-1.2925,3
1390,juror,03-0-11,0.2023,3
1391,juror,02-14-12,0.9681,5
1392,juror,02-14-13,-1.9924,27
1393,juror,02-14-14,-85.955,568
1394,juror,03-0-10,0.1071,6
1395,juror,08-7-13,0.9511,66
1396,juror,08-7-12,0.0561,16
1397,juror,03-0-13,-0.5423,72
1398,juror,08-7-10,0.3154,6
1399,juror,03-0-14,-3.8322,43
1400,juror,08-7-14,-3.8487,51
1401,juror,10-14-09,-1.1797,3
1402,juror,03-0-12,-3.1883,18
1403,juror,10-21-10,-1.5288,3
1404,juror,10-7-12,-0.8536,6
1405,juror,09-7-11,-0.9995,11
1406,juror,10-0-12,-0.8288,2
1407,juror,02-21-09,-0.3252,1
1408,juror,12-28-13,-1.1756,5
1409,juror,11-0-14,-9.4946,63
1410,juror,11-0-12,-0.5031,4
1411,juror,11-0-13,-7.5745,42
1412,juror,11-0-10,-0.7712,2
1413,juror,11-0-11,-7.4379,15
1414,juror,12-7-11,-1.0238,7
1415,juror,12-7-12,-1.0881,9
1416,juror,12-7-13,-4.4852,35
1417,juror,12-7-14,-17.1464,125
1418,juror,11-14-09,0.0,1
1419,juror,10-14-12,1.4138,11
1420,juror,10-7-09,0.835,4
1421,juror,03-7-12,0.0,1
1422,juror,03-7-13,-0.6277,89
1423,juror,03-7-10,0.658,1
1424,juror,03-7-11,-1.3816,2
1425,juror,03-28-11,-0.6042,5
1426,juror,03-28-10,-1.1425,3
1427,juror,03-7-14,-3.7724,41
1428,juror,03-28-12,-0.6225,4
1429,juror,11-14-10,-0.7179,2
1430,juror,11-14-11,-1.6328,4
1431,juror,11-14-12,-1.6064,7
1432,juror,11-14-13,-12.576,112
1433,juror,11-14-14,-18.4381,168
1434,juror,10-0-11,-0.0921,5
1435,juror,10-0-10,0.1779,2
1436,juror,10-0-13,1.3512,26
1437,juror,04-28-13,-2.346,18
1438,juror,10-0-14,-4.2149,178
1439,juror,08-14-09,0.128,1
